brand,model,vehicleType,gearbox,fuelType,notRepairedDamage,powerPS,kilometer,autoAgeMonths,price
audi,a3,limousine,manuell,diesel,nein,140,150000,125,4499
volkswagen,golf,limousine,automatik,diesel,nein,104,150000,112,7800
nissan,primera,limousine,manuell,lpg,nein,116,150000,160,2900
peugeot,4_reihe,limousine,automatik,diesel,nein,136,150000,137,1999
ford,focus,kombi,manuell,diesel,nein,90,150000,205,1599
renault,espace,bus,manuell,benzin,nein,107,150000,263,750
opel,vectra,limousine,manuell,benzin,nein,116,80000,293,1000
kia,sportage,suv,manuell,benzin,nein,140,40000,78,10500
mercedes_benz,s_klasse,limousine,manuell,benzin,nein,140,80000,565,12000
opel,andere,suv,manuell,benzin,nein,136,150000,221,1698
volkswagen,golf,limousine,manuell,diesel,nein,90,150000,102,4500
renault,twingo,kleinwagen,manuell,benzin,nein,58,150000,160,1480
ford,galaxy,bus,manuell,diesel,nein,131,150000,95,8450
mercedes_benz,c_klasse,coupe,manuell,benzin,nein,143,150000,148,3700
ford,focus,kombi,automatik,diesel,nein,136,150000,93,5000
bmw,3er,coupe,manuell,benzin,nein,409,150000,108,21000
mercedes_benz,b_klasse,bus,manuell,benzin,nein,95,90000,120,7500
audi,a4,kombi,manuell,benzin,nein,160,90000,85,14750
opel,vectra,kombi,automatik,benzin,nein,147,150000,172,2250
seat,exeo,kombi,manuell,diesel,nein,120,40000,40,15500
bmw,3er,coupe,manuell,benzin,nein,170,150000,199,2300
mercedes_benz,s_klasse,limousine,automatik,benzin,nein,306,90000,160,12999
mercedes_benz,sl,cabrio,automatik,benzin,nein,231,50000,236,24800
volkswagen,transporter,bus,automatik,diesel,nein,131,150000,120,7800
peugeot,2_reihe,kleinwagen,manuell,benzin,nein,95,100000,84,6200
peugeot,2_reihe,kleinwagen,manuell,diesel,nein,68,100000,78,5300
renault,clio,kleinwagen,manuell,benzin,nein,58,90000,196,1800
volkswagen,polo,kleinwagen,manuell,benzin,nein,64,150000,129,2100
bmw,3er,kombi,manuell,benzin,nein,193,150000,202,1700
mercedes_benz,c_klasse,limousine,manuell,benzin,ja,122,150000,239,800
mercedes_benz,a_klasse,limousine,manuell,benzin,nein,95,60000,58,11850
dacia,logan,kombi,manuell,benzin,ja,75,150000,112,890
bmw,5er,kombi,automatik,benzin,nein,193,150000,213,750
volkswagen,touran,bus,manuell,diesel,nein,105,150000,144,4500
nissan,andere,suv,manuell,benzin,nein,120,150000,206,4000
volkswagen,polo,kleinwagen,manuell,benzin,nein,60,150000,205,950
seat,ibiza,limousine,manuell,diesel,nein,131,100000,157,5950
volkswagen,golf,limousine,manuell,diesel,nein,105,150000,117,2650
audi,a4,kombi,manuell,diesel,nein,265,150000,134,9500
mini,one,kleinwagen,manuell,benzin,nein,75,40000,40,9250
volkswagen,passat,kombi,manuell,benzin,nein,116,150000,234,850
mercedes_benz,e_klasse,limousine,automatik,diesel,nein,116,30000,170,2990
mercedes_benz,c_klasse,limousine,manuell,diesel,nein,170,90000,65,16000
volkswagen,golf,kleinwagen,manuell,benzin,ja,54,125000,288,499
bmw,5er,limousine,manuell,benzin,nein,170,150000,199,2500
volkswagen,golf,limousine,manuell,benzin,nein,75,150000,137,3499
mercedes_benz,a_klasse,limousine,automatik,benzin,nein,102,150000,154,1699
renault,clio,kleinwagen,manuell,benzin,nein,75,150000,123,2400
mercedes_benz,c_klasse,limousine,automatik,benzin,nein,122,150000,186,2999
bmw,5er,limousine,automatik,benzin,nein,333,150000,127,13800
ford,fiesta,kleinwagen,manuell,benzin,nein,88,100000,108,3450
smart,fortwo,coupe,automatik,benzin,nein,71,40000,38,7500
skoda,octavia,kombi,manuell,diesel,nein,105,80000,49,11000
nissan,micra,kleinwagen,manuell,benzin,nein,65,150000,146,2100
volkswagen,passat,kombi,manuell,diesel,nein,131,150000,169,3999
volkswagen,eos,cabrio,manuell,benzin,nein,150,80000,95,13900
bmw,3er,coupe,manuell,benzin,nein,105,150000,245,550
volkswagen,golf,kleinwagen,manuell,benzin,nein,75,125000,192,3200
volkswagen,scirocco,coupe,manuell,benzin,nein,122,80000,70,11540
peugeot,2_reihe,cabrio,manuell,benzin,nein,120,30000,47,13199
mercedes_benz,clk,cabrio,automatik,benzin,nein,163,40000,178,12790
mercedes_benz,c_klasse,limousine,manuell,benzin,nein,122,150000,256,600
ford,mondeo,kombi,manuell,benzin,nein,125,150000,179,2500
volkswagen,golf,kombi,manuell,benzin,nein,86,20000,11,13750
opel,corsa,kleinwagen,manuell,diesel,nein,75,80000,36,8200
ford,c_max,bus,manuell,diesel,nein,110,150000,137,3000
mercedes_benz,c_klasse,limousine,automatik,diesel,nein,170,100000,38,21999
audi,a6,kombi,automatik,diesel,nein,239,80000,62,24999
audi,a4,kombi,manuell,benzin,nein,150,150000,195,2350
volkswagen,transporter,bus,manuell,diesel,nein,114,40000,44,28300
volkswagen,golf,kombi,manuell,diesel,nein,105,50000,50,14900
audi,a3,limousine,manuell,diesel,nein,140,80000,74,12800
hyundai,getz,kleinwagen,manuell,benzin,nein,63,125000,137,1800
audi,a4,limousine,automatik,benzin,nein,163,150000,148,5500
bmw,3er,limousine,manuell,benzin,nein,102,150000,258,1800
ford,fiesta,kleinwagen,manuell,benzin,nein,80,30000,37,10490
mercedes_benz,vito,bus,manuell,diesel,ja,122,150000,191,3800
volkswagen,golf,limousine,manuell,benzin,nein,101,150000,213,1200
nissan,juke,kleinwagen,manuell,benzin,nein,117,60000,61,10999
audi,a1,kleinwagen,manuell,benzin,nein,86,30000,31,13900
audi,a4,limousine,manuell,lpg,nein,193,150000,229,2000
audi,tt,coupe,manuell,benzin,nein,224,150000,184,5600
volkswagen,golf,cabrio,manuell,benzin,nein,122,20000,46,18000
mercedes_benz,b_klasse,bus,manuell,benzin,nein,95,150000,109,5300
bmw,x_reihe,limousine,automatik,diesel,nein,218,150000,100,13500
bmw,3er,limousine,manuell,benzin,nein,105,150000,189,2850
chrysler,andere,cabrio,manuell,benzin,nein,141,150000,178,3850
peugeot,3_reihe,limousine,manuell,benzin,nein,120,70000,98,6490
volkswagen,golf,limousine,manuell,diesel,nein,105,150000,147,4550
seat,ibiza,kleinwagen,manuell,benzin,nein,75,150000,141,2250
skoda,fabia,kleinwagen,manuell,diesel,nein,105,70000,78,7490
renault,espace,bus,automatik,diesel,nein,178,150000,157,3250
volkswagen,passat,kombi,automatik,diesel,nein,90,150000,193,2500
opel,vectra,limousine,manuell,benzin,nein,116,150000,224,699
bmw,andere,cabrio,automatik,diesel,nein,313,60000,20,47999
volkswagen,transporter,bus,manuell,diesel,nein,109,150000,130,9500
audi,a4,limousine,automatik,diesel,nein,190,150000,100,12990
hyundai,andere,suv,manuell,diesel,nein,150,150000,151,2750
ford,galaxy,bus,automatik,diesel,nein,140,125000,59,15900
mercedes_benz,c_klasse,limousine,manuell,benzin,nein,156,100000,65,13499
volkswagen,golf,kombi,manuell,benzin,nein,75,125000,179,1300
audi,a3,kombi,manuell,benzin,nein,200,150000,128,7990
citroen,c4,limousine,manuell,benzin,nein,109,100000,121,4699
mercedes_benz,e_klasse,kombi,automatik,diesel,nein,170,150000,114,3500
volkswagen,golf,bus,manuell,benzin,nein,102,150000,104,5997
renault,scenic,bus,manuell,benzin,nein,113,150000,159,2200
volkswagen,golf,limousine,manuell,benzin,ja,75,150000,204,999
bmw,5er,kombi,manuell,benzin,ja,170,150000,221,1200
opel,corsa,coupe,manuell,benzin,nein,55,125000,228,180
volvo,v40,kombi,manuell,benzin,nein,115,150000,203,999
volkswagen,polo,kleinwagen,manuell,benzin,nein,75,150000,193,1200
volkswagen,touran,bus,manuell,lpg,nein,102,150000,116,5500
bmw,3er,cabrio,automatik,benzin,nein,193,150000,240,5250
audi,a3,limousine,manuell,diesel,nein,140,150000,95,9000
renault,clio,kleinwagen,manuell,benzin,nein,75,80000,78,4600
audi,a6,kombi,automatik,diesel,nein,150,150000,201,2500
renault,twingo,kleinwagen,automatik,benzin,ja,58,150000,135,200
volkswagen,golf,cabrio,automatik,benzin,nein,116,150000,200,2799
bmw,5er,kombi,manuell,diesel,nein,177,150000,92,9600
opel,zafira,andere,manuell,benzin,nein,101,150000,175,1600
fiat,punto,kleinwagen,manuell,benzin,nein,69,50000,48,5999
mercedes_benz,c_klasse,coupe,manuell,benzin,nein,122,125000,118,7600
bmw,3er,cabrio,manuell,benzin,nein,170,150000,176,7499
volkswagen,golf,limousine,manuell,benzin,nein,75,125000,233,1100
renault,andere,limousine,manuell,benzin,nein,136,100000,229,890
volkswagen,golf,limousine,manuell,benzin,nein,75,125000,248,1099
renault,megane,kombi,manuell,diesel,nein,131,150000,122,3999
volkswagen,polo,kleinwagen,manuell,benzin,nein,75,90000,171,2799
mercedes_benz,e_klasse,limousine,automatik,benzin,nein,132,150000,322,3299
bmw,3er,kombi,automatik,benzin,nein,193,150000,196,3999
ford,escort,limousine,manuell,benzin,nein,220,5000,569,34900
volkswagen,golf,limousine,manuell,benzin,nein,60,150000,222,650
opel,zafira,kombi,manuell,diesel,nein,165,30000,51,8800
mercedes_benz,e_klasse,limousine,automatik,benzin,nein,204,150000,217,2000
audi,andere,kombi,manuell,benzin,nein,265,100000,205,12800
bmw,3er,limousine,manuell,benzin,nein,170,150000,180,2700
opel,astra,coupe,manuell,benzin,nein,265,150000,180,6999
honda,accord,limousine,manuell,benzin,ja,155,150000,147,2190
audi,a4,cabrio,automatik,benzin,nein,170,150000,157,7450
opel,corsa,kleinwagen,manuell,diesel,nein,75,100000,166,1850
audi,a4,limousine,manuell,benzin,nein,163,125000,133,9450
ford,focus,kombi,manuell,diesel,nein,109,150000,103,2999
volkswagen,polo,kleinwagen,manuell,benzin,nein,80,100000,105,4800
volkswagen,golf,limousine,manuell,benzin,nein,75,150000,199,1670
toyota,corolla,kombi,manuell,benzin,ja,110,150000,153,1800
mini,one,kleinwagen,manuell,benzin,nein,90,150000,131,5299
jaguar,andere,limousine,automatik,benzin,nein,234,150000,302,3750
mercedes_benz,c_klasse,limousine,manuell,benzin,nein,163,100000,190,4200
skoda,octavia,kombi,manuell,benzin,nein,150,150000,93,8380
suzuki,grand,suv,manuell,diesel,nein,129,150000,109,8000
mercedes_benz,e_klasse,limousine,manuell,benzin,nein,170,150000,217,2599
skoda,octavia,kombi,manuell,diesel,nein,110,150000,194,2650
volkswagen,phaeton,limousine,automatik,diesel,nein,224,150000,114,6800
ford,fiesta,kleinwagen,manuell,benzin,nein,69,150000,145,2410
mercedes_benz,c_klasse,kombi,automatik,diesel,nein,170,150000,86,14900
mercedes_benz,vito,kombi,manuell,diesel,nein,122,150000,167,2100
peugeot,2_reihe,cabrio,manuell,benzin,nein,109,150000,130,3500
peugeot,4_reihe,kombi,manuell,benzin,nein,158,150000,182,2250
bmw,x_reihe,limousine,manuell,diesel,nein,150,150000,119,10200
opel,corsa,kleinwagen,automatik,benzin,ja,80,125000,104,2800
honda,civic,limousine,manuell,benzin,nein,90,150000,177,1500
volkswagen,polo,kleinwagen,manuell,benzin,ja,60,125000,202,330
ford,focus,kombi,manuell,diesel,nein,116,150000,168,1320
bmw,1er,limousine,automatik,diesel,nein,143,150000,90,7500
volkswagen,golf,limousine,automatik,benzin,nein,150,100000,142,7000
seat,ibiza,limousine,manuell,benzin,nein,60,150000,188,899
volkswagen,transporter,bus,automatik,diesel,nein,179,150000,47,16500
porsche,boxster,cabrio,automatik,benzin,nein,265,10000,26,43900
audi,a5,coupe,automatik,diesel,nein,239,150000,76,21500
seat,cordoba,limousine,manuell,benzin,nein,75,150000,248,250
bmw,5er,limousine,automatik,diesel,nein,197,150000,92,11500
renault,clio,kleinwagen,automatik,benzin,nein,90,150000,201,1499
volkswagen,passat,kombi,manuell,diesel,nein,140,90000,29,14990
renault,megane,kombi,manuell,benzin,nein,104,150000,201,500
bmw,5er,kombi,automatik,diesel,nein,218,150000,137,5900
ford,fiesta,kleinwagen,manuell,diesel,nein,68,150000,159,2000
mercedes_benz,s_klasse,limousine,automatik,benzin,nein,272,150000,122,20500
volkswagen,golf,bus,manuell,diesel,nein,105,70000,54,12999
skoda,octavia,kombi,manuell,diesel,nein,140,150000,102,7000
toyota,verso,bus,manuell,diesel,nein,177,150000,99,5300
toyota,rav,suv,manuell,benzin,nein,150,80000,133,7900
ford,andere,coupe,manuell,benzin,nein,170,150000,184,2998
peugeot,3_reihe,kleinwagen,manuell,benzin,ja,81,150000,223,350
mercedes_benz,e_klasse,limousine,automatik,diesel,nein,122,150000,136,4499
ford,kuga,suv,manuell,diesel,nein,163,30000,21,25950
volkswagen,transporter,bus,manuell,diesel,ja,102,150000,225,5900
volkswagen,caddy,kombi,manuell,diesel,nein,102,70000,63,12900
ford,fiesta,kleinwagen,manuell,benzin,nein,60,125000,195,1199
nissan,qashqai,limousine,manuell,benzin,nein,117,70000,44,14800
mitsubishi,colt,kleinwagen,manuell,diesel,nein,95,150000,123,2499
opel,astra,coupe,manuell,benzin,nein,116,125000,180,1800
ford,fiesta,kleinwagen,manuell,benzin,nein,69,100000,142,2800
volkswagen,golf,kombi,manuell,diesel,nein,105,150000,100,4200
alfa_romeo,159,limousine,manuell,diesel,nein,150,150000,113,5500
ford,mondeo,kombi,manuell,diesel,nein,130,150000,135,850
suzuki,swift,kleinwagen,manuell,benzin,nein,92,90000,82,5900
peugeot,andere,andere,manuell,diesel,nein,122,125000,38,9600
renault,scenic,limousine,manuell,benzin,nein,135,5000,147,2799
bmw,1er,coupe,manuell,diesel,nein,177,150000,94,7100
citroen,andere,bus,manuell,diesel,nein,120,150000,63,6800
kia,picanto,kleinwagen,manuell,benzin,nein,65,50000,111,2300
rover,andere,kombi,automatik,benzin,ja,150,150000,173,2500
nissan,micra,kleinwagen,manuell,benzin,nein,65,40000,81,3999
mercedes_benz,e_klasse,limousine,automatik,benzin,nein,204,150000,222,3500
volkswagen,transporter,bus,manuell,diesel,nein,140,10000,11,44900
opel,zafira,bus,manuell,benzin,nein,125,150000,130,2600
volkswagen,sharan,bus,manuell,diesel,nein,116,150000,161,1950
porsche,boxster,cabrio,manuell,benzin,nein,220,150000,181,10450
smart,andere,cabrio,manuell,benzin,nein,71,5000,152,14000
bmw,5er,limousine,manuell,diesel,nein,231,150000,126,17000
bmw,3er,kombi,manuell,diesel,nein,143,150000,72,11599
renault,clio,kleinwagen,manuell,benzin,nein,75,125000,163,1690
mercedes_benz,e_klasse,cabrio,automatik,diesel,nein,231,80000,70,30600
ford,focus,kombi,manuell,benzin,nein,131,150000,205,1500
mercedes_benz,a_klasse,limousine,automatik,benzin,nein,95,150000,103,5990
renault,scenic,bus,manuell,benzin,nein,107,125000,189,1000
mercedes_benz,c_klasse,limousine,manuell,diesel,nein,170,125000,91,11900
bmw,3er,limousine,manuell,benzin,nein,105,150000,193,1400
bmw,z_reihe,cabrio,manuell,benzin,nein,117,150000,236,4700
renault,scenic,bus,manuell,benzin,nein,107,150000,202,1100
opel,vectra,limousine,automatik,benzin,nein,230,100000,124,6990
opel,corsa,kleinwagen,manuell,benzin,nein,75,150000,164,1400
fiat,stilo,kombi,manuell,benzin,nein,103,150000,138,3300
citroen,berlingo,kombi,manuell,benzin,nein,90,150000,199,1400
suzuki,swift,kleinwagen,manuell,benzin,nein,53,150000,225,98
toyota,avensis,kombi,manuell,benzin,nein,129,150000,154,3800
bmw,3er,kleinwagen,manuell,benzin,nein,102,150000,238,790
mercedes_benz,vito,bus,manuell,diesel,nein,82,150000,189,1450
opel,zafira,bus,manuell,diesel,nein,150,150000,126,5500
seat,alhambra,bus,manuell,diesel,nein,116,150000,148,3650
fiat,andere,cabrio,manuell,benzin,nein,131,125000,239,1999
smart,fortwo,cabrio,automatik,benzin,nein,84,150000,103,3999
honda,civic,coupe,manuell,benzin,nein,120,150000,180,1500
audi,a3,kombi,manuell,diesel,ja,143,150000,101,5600
citroen,c4,kombi,automatik,diesel,nein,136,125000,95,9500
bmw,1er,coupe,automatik,benzin,nein,306,40000,75,26500
renault,twingo,kleinwagen,manuell,benzin,nein,54,150000,244,710
audi,a4,limousine,manuell,benzin,nein,200,150000,131,7890
volkswagen,passat,kombi,manuell,benzin,ja,116,150000,247,100
opel,omega,kombi,manuell,benzin,nein,136,150000,219,1
mercedes_benz,slk,cabrio,manuell,benzin,nein,163,60000,110,14500
audi,a6,kombi,manuell,benzin,nein,209,100000,108,13990
jeep,grand,suv,automatik,diesel,nein,250,30000,30,46950
mercedes_benz,a_klasse,limousine,manuell,benzin,nein,136,20000,106,9490
bmw,3er,limousine,automatik,diesel,nein,163,150000,118,6700
volkswagen,passat,limousine,manuell,diesel,nein,101,150000,173,2990
mercedes_benz,c_klasse,limousine,automatik,benzin,nein,170,125000,177,4500
bmw,3er,limousine,automatik,diesel,nein,177,125000,100,12000
mini,one,kleinwagen,manuell,benzin,nein,102,10000,8,16999
volkswagen,touareg,suv,automatik,diesel,nein,239,100000,87,10100
opel,andere,limousine,automatik,benzin,nein,90,90000,538,2900
ford,ka,kleinwagen,manuell,benzin,nein,60,150000,231,200
audi,a3,kleinwagen,manuell,benzin,nein,125,150000,241,1990
mercedes_benz,b_klasse,bus,manuell,benzin,nein,193,60000,71,13500
skoda,octavia,kombi,automatik,diesel,nein,105,150000,83,8999
bmw,3er,limousine,manuell,diesel,nein,131,150000,75,14000
audi,a4,kombi,manuell,diesel,nein,110,150000,230,1385
mercedes_benz,c_klasse,kombi,manuell,diesel,nein,146,150000,62,14430
volkswagen,golf,kleinwagen,manuell,benzin,nein,101,150000,199,1000
bmw,5er,limousine,manuell,benzin,ja,150,150000,223,3000
opel,vectra,kombi,automatik,diesel,nein,150,150000,136,3800
skoda,octavia,kombi,manuell,diesel,nein,105,40000,31,14900
jeep,grand,suv,automatik,benzin,nein,211,150000,251,3200
volkswagen,golf,cabrio,manuell,benzin,nein,90,150000,344,5699
bmw,5er,kombi,manuell,benzin,nein,150,150000,225,4950
audi,a4,limousine,manuell,benzin,nein,125,150000,239,700
volkswagen,golf,limousine,manuell,benzin,nein,150,150000,160,4590
mercedes_benz,slk,cabrio,manuell,benzin,nein,193,150000,202,6900
mercedes_benz,a_klasse,limousine,automatik,benzin,nein,116,150000,109,4000
seat,ibiza,kleinwagen,automatik,benzin,nein,179,80000,65,10900
volkswagen,golf,limousine,manuell,benzin,nein,75,150000,239,600
ford,fiesta,kleinwagen,manuell,diesel,nein,67,150000,163,1250
volkswagen,polo,kombi,manuell,benzin,ja,60,150000,186,750
peugeot,2_reihe,cabrio,manuell,benzin,nein,106,70000,126,5800
mercedes_benz,clk,coupe,manuell,benzin,nein,170,150000,168,6000
skoda,fabia,kleinwagen,manuell,benzin,nein,69,20000,84,5990
bmw,3er,coupe,manuell,benzin,nein,105,150000,195,800
saab,andere,kombi,manuell,benzin,nein,150,150000,127,4250
mercedes_benz,c_klasse,limousine,manuell,benzin,nein,180,150000,172,2850
opel,corsa,kleinwagen,manuell,benzin,nein,60,150000,113,2800
bmw,3er,cabrio,manuell,benzin,nein,113,150000,295,4750
bmw,m_reihe,limousine,manuell,benzin,nein,320,40000,38,28250
mercedes_benz,c_klasse,kombi,automatik,benzin,nein,163,150000,126,7400
volkswagen,polo,kleinwagen,manuell,benzin,nein,80,125000,113,4250
smart,roadster,cabrio,automatik,benzin,nein,82,125000,151,4000
ford,fiesta,kleinwagen,manuell,benzin,nein,101,40000,17,12800
skoda,octavia,kombi,manuell,diesel,nein,150,50000,28,18500
lancia,ypsilon,kleinwagen,manuell,benzin,nein,85,150000,184,300
mercedes_benz,a_klasse,limousine,automatik,diesel,nein,95,150000,145,3280
volkswagen,golf,kombi,automatik,benzin,nein,160,125000,60,12950
volkswagen,polo,kleinwagen,manuell,benzin,ja,64,80000,163,1450
peugeot,2_reihe,kleinwagen,manuell,benzin,nein,75,125000,104,3200
renault,scenic,bus,manuell,benzin,nein,107,150000,188,1200
mercedes_benz,andere,coupe,manuell,benzin,nein,163,100000,179,4800
audi,tt,coupe,manuell,benzin,nein,160,50000,42,21800
ford,focus,kombi,manuell,diesel,nein,90,150000,193,1450
volkswagen,passat,limousine,manuell,benzin,nein,125,150000,228,2200
bmw,3er,cabrio,manuell,benzin,nein,231,150000,167,11000
volkswagen,golf,kleinwagen,manuell,benzin,ja,75,150000,137,2800
chevrolet,andere,suv,automatik,lpg,ja,276,150000,150,4200
mitsubishi,galant,kombi,manuell,benzin,nein,136,150000,218,550
daewoo,matiz,kleinwagen,manuell,benzin,nein,52,125000,150,1250
bmw,5er,kombi,automatik,diesel,nein,235,150000,94,15900
hyundai,i_reihe,limousine,manuell,benzin,nein,109,125000,84,4499
audi,andere,cabrio,automatik,benzin,nein,344,125000,95,17000
volkswagen,beetle,cabrio,manuell,benzin,nein,102,70000,147,7350
bmw,5er,kombi,manuell,diesel,nein,177,100000,71,15900
subaru,impreza,limousine,manuell,benzin,nein,349,40000,98,23000
toyota,andere,limousine,automatik,hybrid,nein,100,150000,102,5750
opel,corsa,kleinwagen,manuell,benzin,nein,58,125000,167,1500
citroen,c4,bus,manuell,benzin,nein,120,80000,57,9300
volkswagen,transporter,bus,automatik,diesel,nein,179,150000,65,29700
skoda,fabia,kombi,manuell,benzin,nein,69,150000,86,3700
peugeot,2_reihe,cabrio,manuell,benzin,nein,110,150000,131,2699
volkswagen,polo,kleinwagen,manuell,benzin,nein,75,150000,125,3200
bmw,5er,limousine,automatik,diesel,nein,299,90000,54,31500
skoda,octavia,kombi,manuell,diesel,ja,110,150000,209,599
volkswagen,polo,kleinwagen,manuell,benzin,nein,80,125000,89,5500
mercedes_benz,e_klasse,kombi,manuell,diesel,nein,72,150000,394,6990
peugeot,2_reihe,cabrio,manuell,benzin,nein,109,50000,122,4900
